,id,seller,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size
5157,5160,1,54.0,9.0,32.0,3,2,3,2.8,0,0,2,2,0,0,4,0,1042,0,55.623473,37.708338,5,Каширское шоссе,84К1,1983,3,17,False,True,True,3,True,0,0.1700688266948002,2.2830335338500163,27.0
22946,22954,4,153.0,20.1,84.2,12,4,3,2.5,2,0,2,2,1,0,3,1,3889,0,55.673549,37.567743,6,Новочеремушкинская улица,44К2,2002,2,18,True,True,True,3,False,1,0.06221169052533445,-2.9496217120193493,38.25
17103,17109,1,137.8,10.0,89.1,2,3,2,2.8,0,0,2,2,0,0,3,2,5990,0,55.710651,37.599435,5,3-й Донской проезд,1,2010,2,7,True,True,True,0,True,0,0.03110205158457936,2.4505595659304764,45.93333333333334
6287,6290,2,43.37,5.0,25.7,4,2,1,2.7,0,1,0,1,0,1,1,2,264,0,55.518117,37.355139,11,улица 1-я Нововатутинская,3,2019,2,12,True,True,True,0,True,3,0.311867007943507,-2.3381166169296086,21.685
14574,14579,1,41.4,5.4,26.3,4,2,1,2.48,1,0,2,2,1,0,0,1,1410,0,55.793991000000005,37.570303,1,Петровско-Разумовский проезд,8А,1964,4,5,True,False,False,3,False,0,0.06009856730303447,-0.15553211223599075,20.7
20732,20739,1,38.8,8.6,20.9,9,1,3,2.8,0,1,1,0,0,1,1,1,6019,0,55.884898,37.608544,2,улица Плещеева,8,1981,3,12,False,True,True,1,True,0,0.15303967791824136,0.19018949775354438,38.8
12357,12361,3,83.0,33.4,28.9,10,2,3,2.8,0,1,2,2,0,1,4,1,623,1,55.755702,37.543713,0,Шмитовский проезд,29С5,2020,7,20,False,True,True,0,False,4,0.04163319766487791,-1.039761460080462,41.5
22467,22475,3,158.8,7.1,94.7,30,5,3,2.8,1,2,1,1,0,0,4,1,2500,1,55.793035,37.54506,1,Ленинградский проспект,37К6,2020,7,41,False,True,False,0,False,4,0.06787079405721833,-0.5341318995159846,31.76
20528,20535,4,96.9,8.2,30.3,15,3,1,2.7,0,1,0,1,2,0,0,2,2374,1,55.790939,37.475495,8,улица Берзарина,28Ак1,2017,2,24,False,True,True,0,False,1,0.11837460939931353,-1.0749374405553158,32.300000000000004
12519,12523,4,60.0,13.8,42.0,14,3,3,2.8,0,1,2,2,2,0,0,1,1172,0,55.86268100000001,37.372440000000005,8,Муравская улица,38к2,2019,2,25,True,True,True,0,True,0,0.24355832803935878,-1.0171401953691774,20.0
4437,4440,4,53.7,12.0,28.0,13,1,3,3.1,0,1,0,1,0,1,0,2,2570,0,55.681047,37.551088,6,улица Вавилова,69А,2019,2,20,True,True,True,0,True,1,0.06069177601401412,-2.6523115348150736,53.7
21584,21592,4,82.0,19.4,47.8,4,3,1,2.8,1,0,1,0,0,0,4,1,6341,1,55.843030000000006,37.483041,1,Ленинградское шоссе,58С24,2021,2,29,False,True,True,0,False,0,0.1451870092479775,-0.7276990910578048,27.333333333333332
18535,18541,3,56.02,6.0,33.8,4,3,3,3.0,0,0,2,2,0,1,4,1,8016,1,55.580192,37.587137,5,Варшавское шоссе,170Е,2020,2,19,False,True,True,0,False,4,0.15460907154819004,3.092906272771087,18.673333333333336
10637,10641,1,53.0,20.0,30.9,4,2,3,2.7,0,1,1,0,0,0,2,1,7535,0,55.708704,37.443919,7,Верейская улица,29С151,2015,2,7,True,True,False,1,False,4,0.13814588780443138,-1.7594975645698046,26.5
11790,11794,3,55.29,10.4,30.5,2,2,3,3.0,0,2,0,1,0,0,4,1,2344,1,55.850909,37.617527,2,Березовая аллея,17к1,2021,2,11,False,True,True,1,False,4,0.12231568921410241,0.31516309939792586,27.645
17541,17547,4,205.0,20.0,160.0,3,4,3,3.8,2,1,2,2,1,0,0,1,3473,0,55.738769,37.603577,0,Бутиковский переулок,3,2004,7,6,False,True,True,0,True,0,0.024321256902891532,1.399277407084981,51.25
14165,14170,0,60.0,10.7,30.9,4,3,3,2.64,1,0,1,0,0,1,1,1,485,0,55.601442000000006,37.71053,5,Шипиловский проезд,63К1,1974,3,9,False,True,False,1,True,0,0.18674895685013582,2.3647461290206158,20.0
12620,12624,1,142.6,10.0,89.2,50,2,1,3.0,1,2,2,2,0,0,3,1,5745,0,55.749511,37.537083,0,набережная Пресненская,12,2011,2,95,True,True,True,0,True,0,0.04506188777570787,-1.233958840527839,71.3
11150,11154,0,32.3,6.0,18.8,1,1,3,2.64,1,0,0,1,0,0,2,2,1114,0,55.855563,37.47527,1,Советская улица,11,1979,3,9,False,True,False,3,True,0,0.15973448833560308,-0.7118364323902888,32.3
5011,5014,4,18.0,10.7,30.9,2,1,3,2.8,1,0,1,1,0,0,4,1,3566,1,55.616005,37.703218,5,Домодедовская улица,4,2020,3,6,False,True,True,3,False,4,0.171310545690696,2.335585770533263,18.0
16450,16456,4,55.0,10.7,30.9,4,1,3,2.8,1,0,2,2,0,1,3,1,2062,0,55.652197,37.473042,7,проспект Вернадского,94к5,2012,2,14,True,True,True,3,True,3,0.13472377640115255,-2.229101034729174,55.0
15679,15684,4,168.0,25.0,126.0,8,5,2,3.2,0,4,1,1,0,0,0,1,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,33.6
8678,8682,1,44.0,7.0,29.0,2,2,3,2.7,1,0,2,2,1,0,1,2,1026,0,55.757197,37.835324,3,улица Молостовых,11К4,1969,4,9,False,True,True,1,True,0,0.25670630779750353,1.4827254576268063,22.0
4290,4293,1,80.0,9.0,48.0,5,3,3,2.8,0,1,1,1,1,0,1,1,3379,0,55.884903,37.538898,1,мкр. 18-й,К1824,1995,2,14,True,True,True,1,True,0,0.155702604335899,-0.264565214962021,26.666666666666668
14655,14660,4,81.0,10.7,30.9,3,2,1,2.8,1,1,2,2,0,0,0,2,5521,0,55.728084,37.571758,0,улица Усачева,11А,2019,7,14,True,True,True,0,False,4,0.010216968334941784,-2.264658892721309,40.5
6374,6377,1,60.0,15.0,31.0,19,2,1,2.75,0,1,0,1,0,1,2,1,8637,0,55.625308,37.309441,11,улица Летчика Ульянина,6,2015,3,24,False,True,True,3,True,1,0.29144699345815056,-1.9552569314876969,30.0
10982,10986,4,52.0,11.0,18.0,1,1,3,2.8,1,0,1,1,0,0,0,2,7170,0,55.708587,37.58667,5,Ленинский проспект,37А,1953,0,8,False,True,False,1,True,0,0.026970590156195715,2.876841013391228,52.0
3182,3184,4,66.2,19.1,27.0,26,2,3,2.8,0,0,2,2,0,0,4,0,4574,0,55.75461800000001,37.524058,0,Шмитовский проезд,39к1,2019,2,55,True,True,True,0,True,0,0.05904507418409132,-1.2252332582556094,33.1
17979,17985,0,39.5,9.0,21.0,1,1,3,2.64,0,1,0,1,0,0,1,1,3891,0,55.642164,37.484137,6,улица Академика Бакулева,10,1976,3,12,False,True,True,1,True,0,0.13290339039805438,-2.3401167096299593,39.5
6134,6137,3,33.8,10.8,12.7,1,1,3,2.65,1,0,1,0,0,0,4,1,4162,1,55.59516,37.741109,12,23-й км,5к1,2021,3,9,False,True,True,1,False,1,0.21337661199479122,2.2830961785656085,33.8
22152,22160,4,30.0,10.7,25.0,6,1,3,2.8,1,0,0,1,0,1,2,1,7077,0,55.718152,37.424713,7,Рябиновая улица,3к3,2018,2,19,True,True,True,3,True,0,0.15577232179242356,-1.6766988800934413,30.0
6457,6460,4,30.0,5.6,15.2,4,1,3,2.48,0,1,2,2,1,0,3,1,17,0,55.791648,37.48764,8,улица Маршала Вершинина,3,1965,0,5,True,False,False,3,False,0,0.10821921408975246,-1.015744765478019,30.0
3736,3739,4,67.7,20.8,28.2,2,2,3,2.8,1,1,2,2,0,1,4,1,6064,1,55.810364,37.702535,3,Краснобогатырская улица,38,2022,3,17,False,True,True,1,False,0,0.14438624832926902,1.0185421248552642,33.85
12967,12971,2,37.8,7.5,19.0,7,1,3,2.64,1,0,1,0,0,1,1,1,5365,0,55.639339,37.692618,5,Каширское шоссе,53К3,1988,3,17,False,True,True,1,True,0,0.14781163414619494,2.2712917641628865,37.8
13849,13853,2,80.0,9.0,48.0,1,3,1,2.64,0,1,1,1,1,0,1,1,8202,0,55.880722,37.55372,1,мкр. 16-й,к1620,1994,2,14,False,True,True,1,True,0,0.1483807435373482,-0.17539916941380246,26.666666666666668
9995,9999,1,56.6,8.5,36.8,10,2,3,2.8,1,0,1,0,0,1,2,2,1669,0,55.701836,37.93616,4,улица Недорубова,18к2,2016,3,17,False,True,True,3,False,0,0.35805123514689086,1.6624810848736482,28.3
20984,20991,4,56.2,10.7,30.9,32,2,3,2.8,0,0,1,1,0,1,4,1,3679,0,55.645476,37.707215000000005,4,Донецкая улица,30к1,2019,2,32,True,True,True,0,True,1,0.15565551929162705,2.180575983931876,28.1
1208,1208,3,66.59,11.8,28.0,2,2,3,2.75,0,2,0,1,0,0,4,1,8996,1,55.879187,37.529591,1,Дмитровский Парк ЖК,2,2021,2,33,False,True,True,1,True,0,0.15297841729306755,-0.3331112193718318,33.295
15796,15801,4,110.5,10.7,80.0,5,3,1,2.8,0,2,1,1,0,0,0,1,8285,0,55.749334,37.579178000000006,0,1-й Смоленский переулок,21,2015,2,7,True,True,True,0,False,4,0.014722548584887972,-0.029524808267554797,36.833333333333336
14461,14466,3,108.4,10.7,30.9,46,2,3,2.8,0,0,2,2,0,0,4,1,4715,1,55.834472,37.65805,2,проспект Мира,188Бк1,2015,2,58,False,True,True,0,False,4,0.12697744174031916,0.6658488822341178,54.2
1737,1737,4,34.8,9.6,19.4,4,1,3,2.64,1,0,1,0,0,1,1,2,4772,0,55.888442000000005,37.669531,2,Широкая улица,19К1,1969,4,14,False,True,False,3,True,0,0.17817738121158666,0.5289840959903412,34.8
2938,2940,1,46.0,12.0,25.0,5,2,3,2.8,0,0,2,2,0,0,0,2,1335,0,55.75471999999999,37.509864,7,Береговой проезд,5Ак7,2017,2,25,False,True,True,0,False,4,0.07258763894447484,-1.290192380469462,23.0
13221,13225,2,82.0,10.7,30.9,4,3,3,2.8,2,0,1,0,0,1,0,1,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,27.333333333333332
2540,2540,4,185.0,25.0,150.0,20,4,1,2.8,1,1,2,2,0,0,3,1,3200,0,55.714876,37.504636,7,Мосфильмовская улица,70к1,2006,2,50,True,True,True,3,True,0,0.07753215129957367,-1.8282594812483979,46.25
11511,11515,3,43.8,9.8,25.8,31,1,3,3.1,1,0,2,2,0,0,4,1,3883,1,55.656986,37.559173,6,Херсонская улица,43к7,2019,2,32,False,True,True,1,False,4,0.08027754894360635,-2.884146323615714,43.8
19415,19422,3,104.62,20.6,56.9,3,4,3,2.9,0,3,1,1,0,0,4,1,9665,1,55.795813,37.76583,3,Измайловский проезд,5Ак1,2021,2,9,False,True,True,1,True,0,0.19601468777832803,1.2532919320937548,26.155
109,109,3,31.57,16.5,8.3,6,1,3,2.8,1,0,2,2,1,1,4,1,3796,1,55.494339,37.328809,11,Десеновское поселение,д. Ватутинки,2020,2,9,False,True,True,1,False,4,0.34732749500442855,-2.3347660362105644,31.57
3035,3037,4,49.8,10.7,30.9,1,2,1,2.8,1,0,1,1,0,0,3,1,1638,0,55.76440899999999,37.593075,0,Малая Бронная улица,34,1964,0,8,False,True,False,3,True,0,0.032691700809603264,0.424426435904352,24.9
14932,14937,4,53.8,10.7,32.5,17,2,3,2.8,0,1,2,2,0,1,1,1,3353,0,55.767544,37.408894,7,Осенняя улица,26,1986,3,17,False,True,True,3,False,0,0.17386482237805223,-1.3802679175199877,26.9
9486,9490,4,209.0,20.0,155.0,16,5,1,2.8,2,2,1,1,0,4,0,2,3205,0,55.677539,37.634398,5,1-й Нагатинский проезд,11к2,2012,2,33,False,True,True,1,True,0,0.07911659319354512,2.3766940140855093,41.8
20205,20212,3,52.0,10.7,14.0,1,1,3,2.8,1,0,2,2,0,0,4,1,2850,1,55.755814,37.617635,0,10-я фаза тер.,к8,2022,2,25,False,True,True,1,False,4,0.04353134049313315,1.0622402117424747,52.0
5203,5206,1,58.7,10.0,34.2,11,2,3,2.8,0,1,2,2,1,0,2,1,3287,0,55.62078399999999,37.717941,5,улица Генерала Белова,17,2000,3,22,False,True,True,1,True,0,0.17914488813087928,2.259360382510549,29.35
14473,14478,4,50.3,6.6,29.5,4,2,1,2.7,0,1,1,0,0,0,1,1,3765,0,55.820379,37.665021,2,улица Бориса Галушкина,26,1960,0,8,False,True,False,1,True,0,0.12103538169834842,0.783337347264682,25.15
8037,8040,4,91.0,10.7,30.9,5,3,3,3.2,2,0,1,1,0,2,0,2,8350,0,55.755312,37.545626,0,Мантулинская улица,9к2,2019,2,20,True,True,True,0,False,4,0.0397911706042473,-1.0238652462563826,30.333333333333332
2105,2105,0,189.4,40.0,122.0,15,4,1,2.8,1,1,1,1,0,0,0,1,1136,0,55.823393,37.619899,2,улица Академика Королева,10,2010,2,21,True,True,True,0,True,0,0.09748854659180879,0.42601163898618677,47.35
1414,1414,0,46.8,10.7,30.9,1,2,0,2.48,0,0,2,2,0,0,1,1,6634,0,55.819095,37.572028,1,Дмитровское шоссе,15К2,1963,4,5,True,False,False,1,False,0,0.08481693386882573,-0.08954299486869137,23.4
16498,16504,2,65.0,16.0,32.0,8,2,1,3.0,0,2,1,0,0,1,2,1,9263,0,55.69329200000001,37.471524,7,улица Лобачевского,118к4,2017,2,23,True,True,True,0,False,0,0.1157193870533996,-1.9359805609013256,32.5
18747,18753,2,52.0,10.0,32.0,3,2,3,2.74,0,1,1,0,0,1,0,2,7223,0,55.636605,37.314023,11,улица Бориса Пастернака,31к1,2017,3,17,True,True,True,3,True,0,0.2830978047835769,-1.924330505482704,26.0
15230,15235,3,87.3,19.6,44.6,13,3,3,2.68,0,2,1,1,0,0,4,1,6585,1,55.666706000000005,37.739626,4,Люблинская улица,72С21,2020,3,16,False,True,True,1,False,0,0.1738283764232529,1.9721702472281728,29.099999999999998
14422,14427,1,51.1,8.4,30.8,1,2,3,2.8,0,1,1,0,0,0,4,1,4450,0,55.741384,37.868454,3,Городецкая улица,9К2,1987,2,17,False,True,False,3,True,0,0.2889206204460427,1.5473755313969497,25.55
1675,1675,3,125.0,16.9,66.4,3,1,3,3.1,0,3,1,1,0,1,4,1,5839,1,55.790671,37.550136,1,Ленинградский проспект,35С2,2019,2,15,False,True,True,3,True,4,0.06333107125821807,-0.48412817061114494,125.0
21997,22005,1,38.1,9.0,19.2,2,1,3,2.8,0,1,0,1,0,1,1,2,3592,0,55.66856899999999,37.611608,5,Криворожская улица,19А,1987,4,16,False,True,True,1,True,0,0.07339044531559773,2.690486670558629,38.1
15211,15216,4,85.8,13.9,42.8,9,3,3,2.8,0,1,2,2,3,0,4,1,8804,0,55.698533,37.935513,4,Покровская улица,17Ак1,2018,7,25,True,True,True,1,True,0,0.35772503422903235,1.6718413828575946,28.599999999999998
4806,4809,1,40.6,5.9,24.5,5,2,1,2.8,0,1,1,0,0,0,1,2,3453,0,55.61395600000001,37.544405,6,Литовский бульвар,11К5,1978,3,9,True,True,False,3,True,0,0.1256935267772354,-2.8576872452721997,20.3
7757,7760,4,80.0,13.0,45.0,16,3,1,3.0,0,1,1,1,1,0,3,2,3536,0,55.709302,37.483373,7,Веерная улица,22К3,2003,2,24,False,True,True,1,True,0,0.09951360258492567,-1.828019487584155,26.666666666666668
3606,3609,4,42.0,11.0,19.0,14,1,3,2.7,1,0,1,0,0,1,1,2,7093,0,55.72275,37.895511,3,Лухмановская улица,17к1,2013,7,24,False,True,True,1,True,4,0.316121233859415,1.608347291936695,42.0
16273,16279,3,70.3,17.8,26.7,2,2,3,2.8,1,0,1,1,0,1,4,1,4207,1,55.59885799999999,37.725271,5,Каширское шоссе,65к3,2018,2,14,True,True,True,0,False,4,0.19911581098529532,2.321035307202105,35.15
4072,4075,1,54.9,11.7,30.2,4,2,3,2.8,0,1,1,1,2,0,4,2,9709,0,55.715875,37.897308,3,улица Рудневка,24,2004,3,9,False,True,True,1,True,0,0.3182477828699327,1.6297243720566839,27.45
16190,16196,1,55.0,10.0,32.0,4,2,1,2.8,0,1,1,0,1,0,2,1,2834,0,55.688299,37.855177000000005,4,улица Генерала Кузнецова,18К2,1995,3,14,False,True,True,3,False,0,0.27943007452408086,1.7373269044889212,27.5
13876,13880,4,44.6,10.7,30.9,6,2,3,2.8,0,1,2,2,1,0,1,1,4502,0,55.652446,37.411319,7,улица Главмосстроя,6А,1971,3,12,False,True,True,3,False,0,0.1872830945002828,-2.025011867658995,22.3
2642,2643,4,64.0,10.7,45.0,4,2,3,2.8,1,0,2,2,0,0,3,1,8798,0,55.750727000000005,37.562272,7,Кутузовский проспект,4/2,1957,0,7,True,True,False,1,False,0,0.02366856871887881,-0.8221975186633074,32.0
6363,6366,3,73.6,13.0,42.0,12,3,3,2.65,0,2,1,1,0,0,4,1,8281,1,55.617017,37.413718,11,Саларьево Парк ЖК,23,2021,3,24,False,True,True,1,False,4,0.20334942381514928,-2.1874631775168227,24.53333333333333
20463,20470,4,66.0,8.2,30.3,9,2,1,2.7,0,1,0,1,2,0,0,2,3808,1,55.798115,37.495617,8,улица Маршала Рыбалко,2к6,2011,2,12,False,True,True,0,True,0,0.10529553413649806,-0.9234931925720828,33.0
3562,3565,1,179.7,19.0,95.0,5,4,3,2.8,3,0,1,1,0,1,0,1,2412,0,55.725331,37.573717,0,улица Ефремова,10к1,2014,2,12,True,True,True,2,False,0,0.011000191725993291,-2.575953101097526,44.925
9456,9460,4,38.0,11.0,19.0,16,1,3,3.1,0,0,2,2,0,0,3,2,5379,1,55.600893000000006,37.724077,5,Каширское шоссе,65К1,2018,2,20,True,True,True,0,True,0,0.1968560341089893,2.3176085837460576,38.0
58,58,4,56.4,10.7,30.9,9,2,2,2.8,1,0,1,1,0,0,3,1,9115,0,55.567209,37.479376,11,улица Фитаревская,15к1,2015,7,25,True,True,True,0,False,4,0.19512331610146635,-2.6020903259179,28.2
5452,5455,1,45.0,6.0,30.0,12,2,3,2.6,0,1,1,0,1,0,1,2,6572,0,55.616915000000006,37.647217,5,улица Бехтерева,43К2,1971,4,12,False,True,False,3,True,0,0.13573620618773,2.620235883674562,22.5
14749,14754,4,85.0,12.0,45.0,21,3,3,2.8,2,2,1,0,0,1,4,2,5102,1,55.767575,37.500396,8,3-й Силикатный проезд,4К2С5,2021,2,36,False,True,True,0,False,0,0.08579886368779045,-1.176540897284342,28.333333333333332
4572,4575,1,119.1,19.9,73.2,2,4,3,2.8,0,1,1,1,0,1,4,1,8118,0,55.557948,37.557268,6,Старокрымская улица,15к1,2017,2,23,False,True,True,0,True,1,0.17807729820733822,-3.015783968390484,29.775
4252,4255,1,52.2,9.0,35.0,2,2,1,2.8,0,1,1,0,0,0,2,1,4978,0,55.882767,37.5251,1,мкр. 14-й,к1420,1990,2,14,False,True,True,1,True,0,0.15786003544547897,-0.3525823701591821,26.1
21977,21985,4,66.5,11.0,33.9,20,2,3,2.8,0,1,2,2,0,1,4,1,9649,0,55.579688,37.671085,5,Михневская улица,8,2013,4,45,True,True,True,0,True,0,0.17991792785035066,2.6082533202825307,33.25
11602,11606,4,38.0,9.0,30.9,4,1,3,2.8,0,1,1,0,0,1,2,2,5857,0,55.821755,37.65293,2,улица Космонавтов,5,1989,3,9,False,True,False,3,False,0,0.11387852477262014,0.6994814267091984,38.0
9357,9361,1,39.0,9.0,23.0,11,2,3,2.8,0,1,2,2,1,0,4,1,1934,0,55.68863399999999,37.597702000000005,6,Большая Черемушкинская улица,7,1966,4,12,False,True,True,3,False,0,0.04941398458272152,2.766801482780458,19.5
18371,18377,3,38.03,18.7,11.6,26,1,3,2.75,1,0,1,0,0,0,4,1,8996,1,55.879187,37.529591,1,Дмитровский Парк ЖК,2,2021,2,33,False,True,True,1,True,0,0.15297841729306755,-0.3331112193718318,38.03
10648,10652,2,60.0,10.5,30.4,8,2,1,2.8,1,1,2,2,1,0,0,1,9211,0,55.718709,37.424902,7,Рябиновая улица,3к1,2018,2,23,True,True,True,0,True,0,0.1555264195384696,-1.6732660080241908,30.0
20800,20807,3,80.8,11.3,49.4,2,3,3,2.8,1,1,2,2,1,0,4,1,905,1,55.847649,37.631469,2,проезд Серебрякова,2Ак6,2019,7,22,False,True,True,0,False,4,0.12435884069260217,0.4301310486032624,26.933333333333334
14911,14916,2,34.0,9.0,18.0,2,1,3,2.64,1,0,0,1,0,1,1,1,3397,0,55.994154,37.187297,9,Зеленоград,к1103,1986,3,22,False,True,True,3,True,0,0.47039403422500325,-0.986344870050447,34.0
6541,6544,4,124.8,20.0,80.0,9,4,3,3.1,2,0,2,2,0,0,0,2,3747,0,55.828480000000006,37.448042,8,улица Циолковского,7,2011,2,32,False,True,True,0,True,0,0.16161969922180186,-0.9511353170286346,31.2
15099,15104,1,45.0,8.4,31.5,6,2,1,2.64,0,1,1,0,0,0,1,1,8399,0,55.62080400000001,37.648367,5,улица Бехтерева,37К2,1968,4,12,False,True,False,3,True,0,0.1329690252094822,2.5981676001933516,22.5
11344,11348,0,60.0,14.0,31.0,14,2,1,2.8,0,1,1,0,0,1,1,1,3766,0,55.619513,37.264031,11,улица Омская,17,2017,2,17,False,True,True,1,True,1,0.33591797774206766,-1.920540691063774,30.0
8114,8117,4,105.0,10.7,82.0,2,4,3,2.8,2,0,1,0,0,0,2,1,1004,0,55.735839,37.612551,0,улица Большая Якиманка,26,1991,0,10,False,True,False,1,True,0,0.03296101060739895,1.5337400710935247,26.25
20426,20433,4,220.0,25.0,150.0,6,4,3,3.4,3,0,1,0,2,0,0,2,9167,0,55.757273,37.649732,0,Казарменный переулок,3,2009,2,11,True,True,True,0,True,0,0.07368841730809138,1.258289558859814,55.0
18320,18326,4,189.2,20.0,130.0,3,5,3,4.0,3,0,1,1,1,0,2,1,4181,0,55.76409,37.608562,0,Тверская улица,12С7,1917,0,6,False,True,False,3,False,0,0.041311903031491855,0.7764505103321925,37.839999999999996
3504,3507,4,220.0,30.0,128.0,7,5,3,2.8,0,0,1,0,0,0,3,2,6807,0,55.732839,37.622306,0,Погорельский переулок,6,2000,0,9,True,True,False,0,False,4,0.04273042592235802,1.6124383664689024,44.0
15703,15708,4,71.2,25.9,26.6,3,2,3,2.8,1,1,2,2,0,0,4,1,1352,1,55.78686999999999,37.494979,8,3-я Хорошевская улица,7к2,2019,2,22,False,True,True,1,False,0,0.09946423721261204,-1.0176865299016558,35.6
10964,10968,1,35.0,11.5,20.0,5,1,3,2.7,1,0,2,2,1,0,2,2,9656,0,55.63439,37.797065,4,3-й Капотни кв-л,16,1967,7,14,False,True,False,1,False,4,0.23943927048912475,2.0026930501580735,35.0
14620,14625,3,72.17,10.7,30.9,5,3,3,3.2,0,0,2,2,0,0,4,1,3775,1,55.765757,37.616162,0,улица Петровка,26С3,1970,0,5,True,False,False,1,False,0,0.04801565293750919,0.8651572376262943,24.05666666666667
12619,12623,3,101.6,10.7,30.9,54,3,3,2.8,1,0,0,1,0,0,4,1,1047,1,55.751143000000006,37.533733000000005,0,1-й Красногвардейский проезд,вл17-18,2020,2,63,True,True,True,0,True,0,0.04876493897152008,-1.225077324982474,33.86666666666667
18082,18088,1,58.4,10.4,34.0,2,2,3,2.8,0,1,1,1,0,1,4,1,1534,0,55.882767,37.5251,1,мкр. 14-й,к1454,1990,2,17,False,True,True,3,False,0,0.15786003544547897,-0.3525823701591821,29.2
7970,7973,4,201.0,16.0,140.0,4,5,3,2.8,2,1,1,1,1,1,0,2,5400,0,55.722142000000005,37.618569,0,Мытная улица,7с1,2013,0,14,True,True,True,2,True,0,0.0409053423696026,1.8807280422581778,40.2
22321,22329,3,53.11,16.3,22.8,3,2,3,2.8,0,1,1,0,0,1,4,1,9420,1,55.476347,37.530202,11,Алхимово ЖК,к2,2021,2,11,False,True,True,3,False,4,0.2629548445900584,-2.9525636010142358,26.555
